Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,PreferredTimeOfDay,ChurnRiskCategory,BasketSizeCategory,Churn,IsOutlier,RegYear,RegMonth,RegDay,RegWeekday,RegQuarter,AccountAgeDays,AvgBasketValue,TenureRatio,IsPrivateIP,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Europe continentale,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,ProductDiversity_Explorateur,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended,PreferredDayOfWeek_sin,PreferredDayOfWeek_cos,PreferredHour_cos,PreferredMonth_sin,PreferredMonth_cos
88.0,7.0,2005.63,29.934776119402983,35.43095185809055,9.149253731343284,286.0,374,0.0,4.2727272727272725,34,4.857142857142857,0,0,0.0,36,3.0,3.0,2,3,0,2,1,0,0,2010,12,27,0,4,368,286.5185714285714,0.3076923076923077,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.7071067811865475,-1.0,-1.8369701987210297e-16
374.0,1.0,489.6,37.66153846153846,28.254373952290948,14.615384615384617,0.0,374,0.0,0.0,13,13.0,0,0,0.0,40,2.0,4.0,2,1,0,3,1,1,0,2010,2,10,2,1,688,489.6,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7071067811865475,-2.4492935982947064e-16,1.0
50.0,3.0,598.83,19.961,5.365604603268926,8.833333333333334,323.0,374,0.0,11.10344827586207,28,9.333333333333334,0,0,0.0,28,2.0,5.0,1,2,2,1,1,0,0,2010,9,17,4,3,469,199.61,0.15479876160990713,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.7071067811865479,1.2246467991473532e-16,-1.0
39.0,76.0,50992.61,186.1044160583941,933.7723490590412,117.32846715328468,335.0,374,0.0,1.1465201465201464,46,0.6052631578947368,32,0,0.1167883211678832,50,2.0,3.0,6,3,0,1,2,0,1,2010,9,28,1,3,458,670.9553947368421,0.11641791044776119,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
261.0,2.0,389.44,16.226666666666667,4.731409999113387,8.666666666666666,112.0,374,0.0,4.869565217391305,22,11.0,0,0,0.0,46,0.0,3.0,6,1,0,3,1,1,0,2010,11,25,3,4,400,194.72,2.330357142857143,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7071067811865475,-2.4492935982947064e-16,1.0
36.0,18.0,6416.389999999999,26.73495833333333,50.20159874263217,11.95,338.0,374,0.125,1.3849372384937235,163,9.055555555555555,4,1,0.0166666666666666,70,2.0,1.0,5,3,2,1,1,0,1,2010,9,12,6,3,474,356.4661111111111,0.10650887573964497,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
3.0,46.0,88125.38,81.90091078066915,87.97828932242282,58.561338289962826,370.0,374,0.0,0.3255813953488372,467,10.152173913043478,113,0,0.1050185873605948,53,4.0,2.0,3,3,0,0,2,0,1,2010,9,19,6,3,467,1915.7691304347827,0.008108108108108109,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-2.4492935982947064e-16,1.0
218.0,3.0,-141.48,-8.32235294117647,21.79515184892381,-7.764705882352941,155.0,374,0.0,9.6875,12,4.0,12,0,0.7058823529411765,50,2.0,4.0,6,0,0,3,0,1,0,2010,7,28,2,3,520,-47.16,1.4064516129032258,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844387,-2.4492935982947064e-16,1.0
8.0,3.0,711.86,25.423571428571428,29.77312934874216,12.964285714285714,366.0,374,0.0,13.51851851851852,25,8.333333333333334,0,0,0.0,41,1.0,5.0,2,2,0,0,1,0,0,2010,10,24,6,4,432,237.28666666666666,0.02185792349726776,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.7071067811865475,-2.4492935982947064e-16,1.0
374.0,1.0,79.6,79.6,0.0,8.0,0.0,374,0.0,1.15,1,1.0,0,0,0.0,47,2.0,5.0,6,0,0,3,1,1,0,2010,6,12,5,2,566,79.6,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844387,-2.4492935982947064e-16,1.0
2.0,81.0,27487.41,54.86508982035928,50.54074055098437,32.17365269461078,371.0,374,0.1816367265469061,0.688,236,2.9135802469135803,23,0,0.0459081836327345,52,2.0,5.0,6,3,1,0,2,0,1,2010,12,22,2,4,373,339.3507407407407,0.005390835579514825,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
2.0,52.0,16945.71,42.47045112781954,55.98517467790531,18.19047619047619,371.0,374,0.0927318295739348,0.8793969849246231,55,1.0576923076923077,31,0,0.0776942355889724,70,2.0,4.0,5,3,2,0,2,0,1,2010,2,6,5,1,692,325.87903846153847,0.005390835579514825,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844388,-2.4492935982947064e-16,1.0
1.0,13.0,2894.33,76.16657894736842,82.68118539129574,30.026315789473685,372.0,374,0.0,9.91891891891892,27,2.076923076923077,7,0,0.1842105263157894,19,2.0,1.0,0,3,0,0,2,0,0,2010,1,1,4,1,728,222.64076923076922,0.002688172043010753,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
17.0,10.0,3465.6700000000005,17.415427135678396,13.9076639976737,8.231155778894472,357.0,374,0.0,1.7828282828282829,137,13.7,4,0,0.0201005025125628,44,3.0,1.0,6,3,1,0,1,0,0,2010,10,5,1,4,451,346.56700000000006,0.047619047619047616,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-1.0,-1.0,-1.8369701987210297e-16
8.0,4.0,832.88,5.665850340136054,6.137081078919305,3.979591836734694,365.0,374,0.0,2.493150684931507,142,35.5,0,0,0.0,61,1.0,1.0,4,2,0,0,0,0,0,2010,9,16,3,3,470,208.22,0.021917808219178082,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.9659258262890682,-2.4492935982947064e-16,1.0
31.0,22.0,14520.080000000002,46.24229299363058,49.33480116740088,17.659235668789808,342.0,374,0.1687898089171974,1.0702875399361025,183,8.318181818181818,6,0,0.019108280254777,47,3.0,5.0,3,3,1,1,2,0,0,2010,7,24,5,3,524,660.0036363636365,0.09064327485380116,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-1.0,1.0,6.123233995736766e-17
374.0,1.0,192.6,96.3,114.97556262093264,48.5,0.0,374,0.0,0.0,2,2.0,0,0,0.0,55,3.0,2.0,4,1,0,3,2,1,0,2010,10,18,0,4,438,192.6,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-2.4492935982947064e-16,1.0
30.0,8.0,3054.87,33.943,28.548470411021825,23.07777777777778,343.0,374,0.0666666666666666,3.831460674157303,56,7.0,6,0,0.0666666666666666,60,3.0,3.0,6,3,0,0,2,0,0,2010,12,7,1,4,388,381.85875,0.08746355685131195,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-2.4492935982947064e-16,1.0
109.0,4.0,1659.75,276.625,93.4774397916417,89.16666666666667,264.0,374,0.0,52.6,4,1.0,0,0,0.0,77,2.0,5.0,5,2,0,3,2,1,0,2010,1,17,6,1,712,414.9375,0.4128787878787879,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.4999999999999998,0.49999999999999994,0.8660254037844387
89.0,6.0,2995.72,16.642888888888887,7.1135332104509565,11.433333333333334,284.0,374,0.0,1.5754189944134078,150,25.0,0,0,0.0,38,3.0,4.0,2,3,0,2,1,0,0,2010,11,15,0,4,410,499.28666666666663,0.31338028169014087,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7071067811865475,-2.4492935982947064e-16,1.0
374.0,1.0,243.28,4.194482758620689,3.4974608194957733,2.9827586206896552,0.0,374,0.0,0.0,51,51.0,0,0,0.0,50,2.0,1.0,3,1,0,3,0,1,0,2010,10,9,5,4,447,243.28,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-2.4492935982947064e-16,1.0
4.0,17.0,4204.1,6.040373563218392,8.370918354927017,3.614942528735632,369.0,374,0.2183908045977011,0.516546762589928,407,23.94117647058824,0,0,0.0,60,3.0,3.0,6,3,2,0,0,0,1,2010,11,22,0,4,403,247.3,0.01084010840108401,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844388,-2.4492935982947064e-16,1.0
34.0,2.0,683.13,5.55390243902439,5.618184123261079,2.9186991869918697,340.0,374,0.5203252032520326,2.78688524590164,115,57.5,0,0,0.0,75,2.0,1.0,5,2,1,1,0,0,0,2010,10,21,3,4,435,341.565,0.1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-1.0,-0.5000000000000004,0.8660254037844384
4.0,3.0,390.66,27.90428571428572,23.04183209672413,12.428571428571429,369.0,374,0.0,28.384615384615383,13,4.333333333333333,1,0,0.0714285714285714,39,1.0,1.0,2,1,1,0,1,0,0,2010,9,17,4,3,469,130.22,0.01084010840108401,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
374.0,1.0,233.45,16.675,1.976472187432018,7.928571428571429,0.0,374,0.0,0.0,14,14.0,0,0,0.0,78,2.0,1.0,5,1,1,3,1,1,0,2010,6,1,1,2,577,233.45,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
330.0,2.0,689.9499999999999,23.791379310344823,17.99679569180063,9.137931034482758,43.0,374,0.0,1.5357142857142858,25,12.5,0,0,0.0,61,2.0,2.0,4,2,2,3,1,1,0,2010,3,6,5,1,664,344.97499999999997,7.674418604651163,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.7071067811865479,0.49999999999999994,0.8660254037844387
12.0,7.0,3190.55,27.26965811965812,22.17251330891097,15.760683760683762,361.0,374,0.4786324786324786,3.0948275862068964,104,14.857142857142858,0,0,0.0,52,3.0,3.0,6,3,2,0,2,0,0,2010,8,24,1,3,493,455.79285714285714,0.0332409972299169,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
4.0,60.0,62653.1,107.09931623931624,105.17001276900676,105.64615384615384,369.0,374,0.0119658119658119,0.5941780821917808,369,6.15,17,0,0.029059829059829,55,3.0,5.0,6,3,1,0,2,0,1,2010,8,10,1,3,507,1044.2183333333332,0.01084010840108401,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-1.0,-0.8660254037844385,-0.5000000000000004
22.0,4.0,1475.02,13.053274336283186,15.413203838782298,7.893805309734513,351.0,374,0.0,3.125,82,20.5,0,0,0.0,44,3.0,5.0,2,2,1,0,1,0,0,2010,1,22,4,1,707,368.755,0.06267806267806268,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-1.0,-2.4492935982947064e-16,1.0
22.0,28.0,7904.280000000001,20.16397959183673,14.508505979568442,14.428571428571429,351.0,374,0.0,0.887468030690537,159,5.678571428571429,4,0,0.010204081632653,76,2.0,4.0,5,3,0,0,1,0,0,2010,8,3,1,3,514,282.2957142857143,0.06267806267806268,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9659258262890682,1.2246467991473532e-16,-1.0
374.0,1.0,277.35,3.2629411764705885,2.852236308720635,1.8823529411764703,0.0,374,0.0,0.0,74,74.0,0,0,0.0,80,1.0,0.0,5,1,1,3,0,1,0,2010,10,31,6,4,425,277.35,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
2.0,18.0,21086.300000000003,171.43333333333337,452.75777216069145,61.45528455284553,372.0,374,0.0,2.9836065573770494,74,4.111111111111111,0,0,0.0,52,2.0,5.0,6,3,1,0,2,0,1,2010,12,15,2,4,380,1171.4611111111112,0.005376344086021506,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
173.0,4.0,541.1,4.705217391304348,8.761843448168955,1.9391304347826088,200.0,374,0.0,1.7543859649122806,100,25.0,1,0,0.008695652173913,45,2.0,3.0,3,2,0,3,0,1,0,2010,9,11,5,3,475,135.275,0.865,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9659258262890682,-2.4492935982947064e-16,1.0
24.0,21.0,3925.92,9.369737470167063,16.0671952539341,4.952267303102626,349.0,374,0.1408114558472553,0.8157894736842105,191,9.095238095238097,1,0,0.0023866348448687,77,3.0,5.0,5,3,0,0,0,0,0,2010,11,22,0,4,403,186.94857142857143,0.06876790830945559,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
243.0,2.0,379.73,22.33705882352941,18.437844154315428,12.882352941176473,130.0,374,0.0,8.125,17,8.5,0,0,0.0,33,1.0,2.0,1,1,0,3,1,1,0,2010,8,31,1,3,486,189.865,1.8692307692307693,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
57.0,2.0,239.92,10.431304347826083,21.67213739183182,10.478260869565217,316.0,374,0.0,14.363636363636363,23,11.5,0,0,0.0,32,2.0,3.0,1,1,2,1,1,0,0,2010,8,18,2,3,499,119.96,0.18037974683544303,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
40.0,4.0,990.8400000000004,47.18285714285715,50.33315379974289,29.047619047619047,333.0,374,0.0,16.65,18,4.5,1,0,0.0476190476190476,53,1.0,4.0,6,2,1,1,2,0,0,2010,11,4,3,4,421,247.7100000000001,0.12012012012012012,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.8660254037844386,0.5000000000000001
374.0,1.0,313.49000000000007,4.415352112676057,3.77889206400346,2.7746478873239435,0.0,374,0.0,0.0,69,69.0,0,0,0.0,79,3.0,3.0,5,1,1,3,0,1,0,2010,3,19,4,1,651,313.49000000000007,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
1.0,224.0,29072.1,6.262839293408013,38.3936798721033,5.2154243860405,372.0,374,0.1544592847910383,0.0642102995044171,1769,7.897321428571429,46,1,0.0099095217578629,47,1.0,3.0,6,3,0,0,1,0,1,2010,7,17,5,3,531,129.7861607142857,0.002688172043010753,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
54.0,2.0,423.04,3.305,2.477535923446622,1.8046875,319.0,374,0.0,2.5118110236220472,110,55.0,0,0,0.0,79,1.0,3.0,5,1,1,1,0,0,0,2010,8,27,4,3,490,211.52,0.16927899686520376,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.8660254037844386,0.5000000000000001
